Make,Model,Year,Trim,MSRP,Invoice_Price,Used/New_Price,Body_Size,Body_Style,Cylinders,Engine_Aspiration,Drivetrain,Transmission,Horsepower,Torque,Highway_Fuel_Economy
Ford,Transit Cargo Van,2023,"350 High Roof w/148"" WB, 9,950 lbs. GVWR",53640,50958,53640,Large,Cargo Van,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
Ford,Transit Cargo Van,2023,"350 High Roof w/148"" WB, 9,950 lbs. GVWR",54860,52117,54860,Large,Cargo Van,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
Ford,Transit Cargo Van,2023,"350 High Roof w/148"" WB, 9,950 lbs. GVWR",50165,47656,50165,Large,Cargo Van,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
Ford,Transit Cargo Van,2023,"350 Low Roof w/130"" WB",48850,46408,48850,Midsize,Cargo Van,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
Ford,Transit Cargo Van,2023,"350 Low Roof w/148"" WB",50125,47619,50125,Large,Cargo Van,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
Ford,Transit Cargo Van,2023,"350 Low Roof w/148"" WB",45430,43159,45430,Large,Cargo Van,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
Ford,Transit Cargo Van,2023,"350 Low Roof w/130"" WB",44155,41947,44155,Midsize,Cargo Van,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
Ford,Transit Cargo Van,2023,"350 Low Roof w/148"" WB, 9,950 lbs. GVWR",45970,43671,45970,Large,Cargo Van,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
Ford,Transit Cargo Van,2023,"350 Low Roof w/148"" WB, 9,950 lbs. GVWR",50660,48127,50660,Large,Cargo Van,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
Ford,Transit Cargo Van,2023,"350 Medium Roof w/130"" WB",44975,42727,44975,Large,Cargo Van,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
Ford,Transit Cargo Van,2023,"350 Medium Roof w/148"" WB",50945,48398,50945,Large,Cargo Van,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
Ford,Transit Cargo Van,2023,"350 Medium Roof w/148"" WB",46255,43942,46255,Large,Cargo Van,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
